sim,key,n,method,group
2643,GEN(nt),151,GEN,treated
2643,GEN(nc),131,GEN,control
2643,CEM(nt),81,CEM,treated
2643,CEM(nc),138,CEM,control
2644,RAW(nt),162,RAW,treated
2644,RAW(nc),283,RAW,control
2644,MAH(nt),162,MAH,treated
2644,MAH(nc),162,MAH,control
2644,PSC(nt),162,PSC,treated
2644,PSC(nc),162,PSC,control
2644,GEN(nt),162,GEN,treated
2644,GEN(nc),138,GEN,control
2644,CEM(nt),94,CEM,treated
2644,CEM(nc),132,CEM,control
2645,RAW(nt),165,RAW,treated
2645,RAW(nc),280,RAW,control
2645,MAH(nt),165,MAH,treated
2645,MAH(nc),165,MAH,control
2645,PSC(nt),165,PSC,treated
2645,PSC(nc),165,PSC,control
2645,GEN(nt),165,GEN,treated
2645,GEN(nc),153,GEN,control
2645,CEM(nt),91,CEM,treated
2645,CEM(nc),161,CEM,control
2646,RAW(nt),147,RAW,treated
2646,RAW(nc),298,RAW,control
2646,MAH(nt),147,MAH,treated
2646,MAH(nc),147,MAH,control
2646,PSC(nt),147,PSC,treated
2646,PSC(nc),147,PSC,control
2646,GEN(nt),147,GEN,treated
2646,GEN(nc),123,GEN,control
2646,CEM(nt),70,CEM,treated
2646,CEM(nc),148,CEM,control
2647,RAW(nt),131,RAW,treated
2647,RAW(nc),314,RAW,control
2647,MAH(nt),131,MAH,treated
2647,MAH(nc),131,MAH,control
2647,PSC(nt),131,PSC,treated
2647,PSC(nc),131,PSC,control
2647,GEN(nt),131,GEN,treated
2647,GEN(nc),134,GEN,control
2647,CEM(nt),90,CEM,treated
2647,CEM(nc),164,CEM,control
2648,RAW(nt),163,RAW,treated
2648,RAW(nc),282,RAW,control
2648,MAH(nt),163,MAH,treated
2648,MAH(nc),163,MAH,control
2648,PSC(nt),163,PSC,treated
2648,PSC(nc),163,PSC,control
2648,GEN(nt),163,GEN,treated
2648,GEN(nc),147,GEN,control
2648,CEM(nt),97,CEM,treated
2648,CEM(nc),135,CEM,control
2649,RAW(nt),152,RAW,treated
2649,RAW(nc),293,RAW,control
2649,MAH(nt),152,MAH,treated
2649,MAH(nc),152,MAH,control
2649,PSC(nt),152,PSC,treated
2649,PSC(nc),152,PSC,control
2649,GEN(nt),152,GEN,treated
2649,GEN(nc),152,GEN,control
2649,CEM(nt),87,CEM,treated
2649,CEM(nc),159,CEM,control
2650,RAW(nt),145,RAW,treated
2650,RAW(nc),300,RAW,control
2650,MAH(nt),145,MAH,treated
2650,MAH(nc),145,MAH,control
2650,PSC(nt),145,PSC,treated
2650,PSC(nc),145,PSC,control
2650,GEN(nt),145,GEN,treated
2650,GEN(nc),139,GEN,control
2650,CEM(nt),84,CEM,treated
2650,CEM(nc),154,CEM,control
2651,RAW(nt),151,RAW,treated
2651,RAW(nc),294,RAW,control
2651,MAH(nt),151,MAH,treated
2651,MAH(nc),151,MAH,control
2651,PSC(nt),151,PSC,treated
2651,PSC(nc),151,PSC,control
2651,GEN(nt),151,GEN,treated
2651,GEN(nc),136,GEN,control
2651,CEM(nt),88,CEM,treated
2651,CEM(nc),142,CEM,control
2652,RAW(nt),165,RAW,treated
2652,RAW(nc),280,RAW,control
2652,MAH(nt),165,MAH,treated
2652,MAH(nc),165,MAH,control
2652,PSC(nt),165,PSC,treated
2652,PSC(nc),165,PSC,control
2652,GEN(nt),165,GEN,treated
2652,GEN(nc),144,GEN,control
2652,CEM(nt),87,CEM,treated
2652,CEM(nc),141,CEM,control
2653,RAW(nt),152,RAW,treated
2653,RAW(nc),293,RAW,control
2653,MAH(nt),152,MAH,treated
2653,MAH(nc),152,MAH,control
2653,PSC(nt),152,PSC,treated
2653,PSC(nc),152,PSC,control
2653,GEN(nt),152,GEN,treated
2653,GEN(nc),149,GEN,control
2653,CEM(nt),85,CEM,treated
2653,CEM(nc),137,CEM,control
2654,RAW(nt),140,RAW,treated
2654,RAW(nc),305,RAW,control
2654,MAH(nt),140,MAH,treated
2654,MAH(nc),140,MAH,control
2654,PSC(nt),140,PSC,treated
2654,PSC(nc),140,PSC,control
2654,GEN(nt),140,GEN,treated
2654,GEN(nc),147,GEN,control
2654,CEM(nt),82,CEM,treated
2654,CEM(nc),170,CEM,control
2655,RAW(nt),145,RAW,treated
2655,RAW(nc),300,RAW,control
2655,MAH(nt),145,MAH,treated
2655,MAH(nc),145,MAH,control
2655,PSC(nt),145,PSC,treated
2655,PSC(nc),145,PSC,control
2655,GEN(nt),145,GEN,treated
2655,GEN(nc),138,GEN,control
2655,CEM(nt),75,CEM,treated
2655,CEM(nc),168,CEM,control
2656,RAW(nt),158,RAW,treated
2656,RAW(nc),287,RAW,control
2656,MAH(nt),158,MAH,treated
2656,MAH(nc),158,MAH,control
2656,PSC(nt),158,PSC,treated
2656,PSC(nc),158,PSC,control
2656,GEN(nt),158,GEN,treated
2656,GEN(nc),150,GEN,control
2656,CEM(nt),90,CEM,treated
2656,CEM(nc),152,CEM,control
2657,RAW(nt),141,RAW,treated
2657,RAW(nc),304,RAW,control
2657,MAH(nt),141,MAH,treated
2657,MAH(nc),141,MAH,control
2657,PSC(nt),141,PSC,treated
2657,PSC(nc),141,PSC,control
2657,GEN(nt),141,GEN,treated
2657,GEN(nc),126,GEN,control
2657,CEM(nt),82,CEM,treated
2657,CEM(nc),140,CEM,control
2658,RAW(nt),144,RAW,treated
2658,RAW(nc),301,RAW,control
2658,MAH(nt),144,MAH,treated
2658,MAH(nc),144,MAH,control
2658,PSC(nt),144,PSC,treated
2658,PSC(nc),144,PSC,control
2658,GEN(nt),144,GEN,treated
2658,GEN(nc),142,GEN,control
2658,CEM(nt),85,CEM,treated
2658,CEM(nc),160,CEM,control
2659,RAW(nt),139,RAW,treated
2659,RAW(nc),306,RAW,control
2659,MAH(nt),139,MAH,treated
2659,MAH(nc),139,MAH,control
2659,PSC(nt),139,PSC,treated
2659,PSC(nc),139,PSC,control
2659,GEN(nt),139,GEN,treated
2659,GEN(nc),134,GEN,control
2659,CEM(nt),73,CEM,treated
2659,CEM(nc),147,CEM,control
2660,RAW(nt),154,RAW,treated
2660,RAW(nc),291,RAW,control
2660,MAH(nt),154,MAH,treated
2660,MAH(nc),154,MAH,control
2660,PSC(nt),154,PSC,treated
2660,PSC(nc),154,PSC,control
2660,GEN(nt),154,GEN,treated
2660,GEN(nc),143,GEN,control
2660,CEM(nt),82,CEM,treated
2660,CEM(nc),139,CEM,control
2661,RAW(nt),185,RAW,treated
2661,RAW(nc),260,RAW,control
2661,MAH(nt),185,MAH,treated
2661,MAH(nc),185,MAH,control
2661,PSC(nt),185,PSC,treated
2661,PSC(nc),185,PSC,control
2661,GEN(nt),185,GEN,treated
2661,GEN(nc),149,GEN,control
2661,CEM(nt),109,CEM,treated
2661,CEM(nc),152,CEM,control
2662,RAW(nt),145,RAW,treated
2662,RAW(nc),300,RAW,control
2662,MAH(nt),145,MAH,treated
2662,MAH(nc),145,MAH,control
2662,PSC(nt),145,PSC,treated
2662,PSC(nc),145,PSC,control
2662,GEN(nt),145,GEN,treated
2662,GEN(nc),129,GEN,control
2662,CEM(nt),81,CEM,treated
2662,CEM(nc),141,CEM,control
2663,RAW(nt),158,RAW,treated
2663,RAW(nc),287,RAW,control
2663,MAH(nt),158,MAH,treated
2663,MAH(nc),158,MAH,control
2663,PSC(nt),158,PSC,treated
2663,PSC(nc),158,PSC,control
2663,GEN(nt),158,GEN,treated
2663,GEN(nc),129,GEN,control
2663,CEM(nt),88,CEM,treated
2663,CEM(nc),145,CEM,control
2664,RAW(nt),150,RAW,treated
2664,RAW(nc),295,RAW,control
2664,MAH(nt),150,MAH,treated
2664,MAH(nc),150,MAH,control
2664,PSC(nt),150,PSC,treated
2664,PSC(nc),150,PSC,control
2664,GEN(nt),150,GEN,treated
2664,GEN(nc),146,GEN,control
2664,CEM(nt),85,CEM,treated
2664,CEM(nc),153,CEM,control
2665,RAW(nt),160,RAW,treated
2665,RAW(nc),285,RAW,control
2665,MAH(nt),160,MAH,treated
2665,MAH(nc),160,MAH,control
2665,PSC(nt),160,PSC,treated
2665,PSC(nc),160,PSC,control
2665,GEN(nt),160,GEN,treated
2665,GEN(nc),147,GEN,control
2665,CEM(nt),94,CEM,treated
2665,CEM(nc),169,CEM,control
2666,RAW(nt),160,RAW,treated
2666,RAW(nc),285,RAW,control
2666,MAH(nt),160,MAH,treated
2666,MAH(nc),160,MAH,control
2666,PSC(nt),160,PSC,treated
2666,PSC(nc),160,PSC,control
2666,GEN(nt),160,GEN,treated
2666,GEN(nc),144,GEN,control
2666,CEM(nt),90,CEM,treated
2666,CEM(nc),134,CEM,control
2667,RAW(nt),156,RAW,treated
2667,RAW(nc),289,RAW,control
2667,MAH(nt),156,MAH,treated
2667,MAH(nc),156,MAH,control
2667,PSC(nt),156,PSC,treated
2667,PSC(nc),156,PSC,control
2667,GEN(nt),156,GEN,treated
2667,GEN(nc),157,GEN,control
2667,CEM(nt),84,CEM,treated
2667,CEM(nc),146,CEM,control
2668,RAW(nt),149,RAW,treated
2668,RAW(nc),296,RAW,control
2668,MAH(nt),149,MAH,treated
2668,MAH(nc),149,MAH,control
2668,PSC(nt),149,PSC,treated
2668,PSC(nc),149,PSC,control
2668,GEN(nt),149,GEN,treated
2668,GEN(nc),143,GEN,control
2668,CEM(nt),89,CEM,treated
2668,CEM(nc),163,CEM,control
2669,RAW(nt),136,RAW,treated
2669,RAW(nc),309,RAW,control
2669,MAH(nt),136,MAH,treated
2669,MAH(nc),136,MAH,control
2669,PSC(nt),136,PSC,treated
2669,PSC(nc),136,PSC,control
2669,GEN(nt),136,GEN,treated
2669,GEN(nc),142,GEN,control
2669,CEM(nt),76,CEM,treated
2669,CEM(nc),153,CEM,control
2670,RAW(nt),143,RAW,treated
2670,RAW(nc),302,RAW,control
2670,MAH(nt),143,MAH,treated
2670,MAH(nc),143,MAH,control
2670,PSC(nt),143,PSC,treated
2670,PSC(nc),143,PSC,control
2670,GEN(nt),143,GEN,treated
2670,GEN(nc),135,GEN,control
2670,CEM(nt),81,CEM,treated
2670,CEM(nc),141,CEM,control
2671,RAW(nt),150,RAW,treated
2671,RAW(nc),295,RAW,control
2671,MAH(nt),150,MAH,treated
2671,MAH(nc),150,MAH,control
2671,PSC(nt),150,PSC,treated
2671,PSC(nc),150,PSC,control
2671,GEN(nt),150,GEN,treated
2671,GEN(nc),139,GEN,control
2671,CEM(nt),85,CEM,treated
2671,CEM(nc),147,CEM,control
2672,RAW(nt),160,RAW,treated
2672,RAW(nc),285,RAW,control
2672,MAH(nt),160,MAH,treated
2672,MAH(nc),160,MAH,control
2672,PSC(nt),160,PSC,treated
2672,PSC(nc),160,PSC,control
2672,GEN(nt),160,GEN,treated
2672,GEN(nc),132,GEN,control
2672,CEM(nt),91,CEM,treated
2672,CEM(nc),146,CEM,control
2673,RAW(nt),161,RAW,treated
2673,RAW(nc),284,RAW,control
2673,MAH(nt),161,MAH,treated
2673,MAH(nc),161,MAH,control
2673,PSC(nt),161,PSC,treated
2673,PSC(nc),161,PSC,control
2673,GEN(nt),161,GEN,treated
2673,GEN(nc),132,GEN,control
2673,CEM(nt),89,CEM,treated
2673,CEM(nc),147,CEM,control
2674,RAW(nt),145,RAW,treated
2674,RAW(nc),300,RAW,control
2674,MAH(nt),145,MAH,treated
2674,MAH(nc),145,MAH,control
2674,PSC(nt),145,PSC,treated
2674,PSC(nc),145,PSC,control
2674,GEN(nt),145,GEN,treated
2674,GEN(nc),134,GEN,control
2674,CEM(nt),86,CEM,treated
2674,CEM(nc),139,CEM,control
2675,RAW(nt),148,RAW,treated
2675,RAW(nc),297,RAW,control
2675,MAH(nt),148,MAH,treated
2675,MAH(nc),148,MAH,control
2675,PSC(nt),148,PSC,treated
2675,PSC(nc),148,PSC,control
2675,GEN(nt),148,GEN,treated
2675,GEN(nc),138,GEN,control
2675,CEM(nt),90,CEM,treated
2675,CEM(nc),158,CEM,control
2676,RAW(nt),147,RAW,treated
2676,RAW(nc),298,RAW,control
2676,MAH(nt),147,MAH,treated
2676,MAH(nc),147,MAH,control
2676,PSC(nt),147,PSC,treated
2676,PSC(nc),147,PSC,control
2676,GEN(nt),147,GEN,treated
2676,GEN(nc),145,GEN,control
2676,CEM(nt),80,CEM,treated
2676,CEM(nc),138,CEM,control
2677,RAW(nt),147,RAW,treated
2677,RAW(nc),298,RAW,control
2677,MAH(nt),147,MAH,treated
2677,MAH(nc),147,MAH,control
2677,PSC(nt),147,PSC,treated
2677,PSC(nc),147,PSC,control
2677,GEN(nt),147,GEN,treated
2677,GEN(nc),149,GEN,control
2677,CEM(nt),93,CEM,treated
2677,CEM(nc),154,CEM,control
2678,RAW(nt),161,RAW,treated
2678,RAW(nc),284,RAW,control
2678,MAH(nt),161,MAH,treated
2678,MAH(nc),161,MAH,control
2678,PSC(nt),161,PSC,treated
2678,PSC(nc),161,PSC,control
2678,GEN(nt),161,GEN,treated
2678,GEN(nc),148,GEN,control
2678,CEM(nt),86,CEM,treated
2678,CEM(nc),155,CEM,control
2679,RAW(nt),146,RAW,treated
2679,RAW(nc),299,RAW,control
2679,MAH(nt),146,MAH,treated
2679,MAH(nc),146,MAH,control
2679,PSC(nt),146,PSC,treated
2679,PSC(nc),146,PSC,control
2679,GEN(nt),146,GEN,treated
2679,GEN(nc),143,GEN,control
2679,CEM(nt),93,CEM,treated
2679,CEM(nc),141,CEM,control
2680,RAW(nt),158,RAW,treated
2680,RAW(nc),287,RAW,control
2680,MAH(nt),158,MAH,treated
2680,MAH(nc),158,MAH,control
2680,PSC(nt),158,PSC,treated
2680,PSC(nc),158,PSC,control
2680,GEN(nt),158,GEN,treated
2680,GEN(nc),152,GEN,control
2680,CEM(nt),90,CEM,treated
2680,CEM(nc),155,CEM,control
2681,RAW(nt),144,RAW,treated
2681,RAW(nc),301,RAW,control
2681,MAH(nt),144,MAH,treated
2681,MAH(nc),144,MAH,control
2681,PSC(nt),144,PSC,treated
2681,PSC(nc),144,PSC,control
2681,GEN(nt),144,GEN,treated
2681,GEN(nc),145,GEN,control
2681,CEM(nt),86,CEM,treated
2681,CEM(nc),153,CEM,control
2682,RAW(nt),143,RAW,treated
2682,RAW(nc),302,RAW,control
2682,MAH(nt),143,MAH,treated
2682,MAH(nc),143,MAH,control
2682,PSC(nt),143,PSC,treated
2682,PSC(nc),143,PSC,control
2682,GEN(nt),143,GEN,treated
2682,GEN(nc),138,GEN,control
2682,CEM(nt),82,CEM,treated
2682,CEM(nc),179,CEM,control
2683,RAW(nt),160,RAW,treated
2683,RAW(nc),285,RAW,control
2683,MAH(nt),160,MAH,treated
2683,MAH(nc),160,MAH,control
2683,PSC(nt),160,PSC,treated
2683,PSC(nc),160,PSC,control
2683,GEN(nt),160,GEN,treated
2683,GEN(nc),133,GEN,control
2683,CEM(nt),96,CEM,treated
2683,CEM(nc),140,CEM,control
2684,RAW(nt),147,RAW,treated
2684,RAW(nc),298,RAW,control
2684,MAH(nt),147,MAH,treated
2684,MAH(nc),147,MAH,control
2684,PSC(nt),147,PSC,treated
2684,PSC(nc),147,PSC,control
2684,GEN(nt),147,GEN,treated
2684,GEN(nc),134,GEN,control
2684,CEM(nt),84,CEM,treated
2684,CEM(nc),163,CEM,control
2685,RAW(nt),159,RAW,treated
2685,RAW(nc),286,RAW,control
2685,MAH(nt),159,MAH,treated
2685,MAH(nc),159,MAH,control
2685,PSC(nt),159,PSC,treated
2685,PSC(nc),159,PSC,control
2685,GEN(nt),159,GEN,treated
2685,GEN(nc),138,GEN,control
2685,CEM(nt),87,CEM,treated
2685,CEM(nc),151,CEM,control
2686,RAW(nt),145,RAW,treated
2686,RAW(nc),300,RAW,control
2686,MAH(nt),145,MAH,treated
2686,MAH(nc),145,MAH,control
2686,PSC(nt),145,PSC,treated
2686,PSC(nc),145,PSC,control
2686,GEN(nt),145,GEN,treated
2686,GEN(nc),123,GEN,control
2686,CEM(nt),83,CEM,treated
2686,CEM(nc),141,CEM,control
2687,RAW(nt),146,RAW,treated
2687,RAW(nc),299,RAW,control
2687,MAH(nt),146,MAH,treated
2687,MAH(nc),146,MAH,control
2687,PSC(nt),146,PSC,treated
2687,PSC(nc),146,PSC,control
2687,GEN(nt),146,GEN,treated
2687,GEN(nc),139,GEN,control
2687,CEM(nt),74,CEM,treated
2687,CEM(nc),150,CEM,control
2688,RAW(nt),153,RAW,treated
2688,RAW(nc),292,RAW,control
2688,MAH(nt),153,MAH,treated
2688,MAH(nc),153,MAH,control
2688,PSC(nt),153,PSC,treated
2688,PSC(nc),153,PSC,control
2688,GEN(nt),153,GEN,treated
2688,GEN(nc),158,GEN,control
2688,CEM(nt),88,CEM,treated
2688,CEM(nc),152,CEM,control
2689,RAW(nt),155,RAW,treated
2689,RAW(nc),290,RAW,control
2689,MAH(nt),155,MAH,treated
2689,MAH(nc),155,MAH,control
2689,PSC(nt),155,PSC,treated
2689,PSC(nc),155,PSC,control
2689,GEN(nt),155,GEN,treated
2689,GEN(nc),146,GEN,control
2689,CEM(nt),92,CEM,treated
2689,CEM(nc),149,CEM,control
2690,RAW(nt),146,RAW,treated
2690,RAW(nc),299,RAW,control
2690,MAH(nt),146,MAH,treated
2690,MAH(nc),146,MAH,control
2690,PSC(nt),146,PSC,treated
2690,PSC(nc),146,PSC,control
2690,GEN(nt),146,GEN,treated
2690,GEN(nc),136,GEN,control
2690,CEM(nt),87,CEM,treated
2690,CEM(nc),161,CEM,control
2691,RAW(nt),134,RAW,treated
2691,RAW(nc),311,RAW,control
2691,MAH(nt),134,MAH,treated
2691,MAH(nc),134,MAH,control
2691,PSC(nt),134,PSC,treated
2691,PSC(nc),134,PSC,control
2691,GEN(nt),134,GEN,treated
2691,GEN(nc),139,GEN,control
2691,CEM(nt),66,CEM,treated
2691,CEM(nc),139,CEM,control
2692,RAW(nt),141,RAW,treated
2692,RAW(nc),304,RAW,control
2692,MAH(nt),141,MAH,treated
2692,MAH(nc),141,MAH,control
2692,PSC(nt),141,PSC,treated
2692,PSC(nc),141,PSC,control
2692,GEN(nt),141,GEN,treated
2692,GEN(nc),147,GEN,control
2692,CEM(nt),75,CEM,treated
2692,CEM(nc),156,CEM,control
2693,RAW(nt),170,RAW,treated
2693,RAW(nc),275,RAW,control
2693,MAH(nt),170,MAH,treated
2693,MAH(nc),170,MAH,control
2693,PSC(nt),170,PSC,treated
2693,PSC(nc),170,PSC,control
2693,GEN(nt),170,GEN,treated
2693,GEN(nc),142,GEN,control
2693,CEM(nt),87,CEM,treated
2693,CEM(nc),132,CEM,control
2694,RAW(nt),167,RAW,treated
2694,RAW(nc),278,RAW,control
2694,MAH(nt),167,MAH,treated
2694,MAH(nc),167,MAH,control
2694,PSC(nt),167,PSC,treated
2694,PSC(nc),167,PSC,control
2694,GEN(nt),167,GEN,treated
2694,GEN(nc),147,GEN,control
2694,CEM(nt),92,CEM,treated
2694,CEM(nc),147,CEM,control
2695,RAW(nt),160,RAW,treated
2695,RAW(nc),285,RAW,control
2695,MAH(nt),160,MAH,treated
2695,MAH(nc),160,MAH,control
2695,PSC(nt),160,PSC,treated
2695,PSC(nc),160,PSC,control
2695,GEN(nt),160,GEN,treated
2695,GEN(nc),142,GEN,control
2695,CEM(nt),91,CEM,treated
2695,CEM(nc),147,CEM,control
2696,RAW(nt),145,RAW,treated
2696,RAW(nc),300,RAW,control
2696,MAH(nt),145,MAH,treated
2696,MAH(nc),145,MAH,control
2696,PSC(nt),145,PSC,treated
2696,PSC(nc),145,PSC,control
2696,GEN(nt),145,GEN,treated
2696,GEN(nc),155,GEN,control
2696,CEM(nt),86,CEM,treated
2696,CEM(nc),149,CEM,control
2697,RAW(nt),167,RAW,treated
2697,RAW(nc),278,RAW,control
2697,MAH(nt),167,MAH,treated
2697,MAH(nc),167,MAH,control
2697,PSC(nt),167,PSC,treated
2697,PSC(nc),167,PSC,control
2697,GEN(nt),167,GEN,treated
2697,GEN(nc),142,GEN,control
2697,CEM(nt),95,CEM,treated
2697,CEM(nc),151,CEM,control
2698,RAW(nt),151,RAW,treated
2698,RAW(nc),294,RAW,control
2698,MAH(nt),151,MAH,treated
2698,MAH(nc),151,MAH,control
2698,PSC(nt),151,PSC,treated
2698,PSC(nc),151,PSC,control
2698,GEN(nt),151,GEN,treated
2698,GEN(nc),157,GEN,control
2698,CEM(nt),91,CEM,treated
2698,CEM(nc),153,CEM,control
2699,RAW(nt),143,RAW,treated
2699,RAW(nc),302,RAW,control
2699,MAH(nt),143,MAH,treated
2699,MAH(nc),143,MAH,control
2699,PSC(nt),143,PSC,treated
2699,PSC(nc),143,PSC,control
2699,GEN(nt),143,GEN,treated
2699,GEN(nc),136,GEN,control
2699,CEM(nt),84,CEM,treated
2699,CEM(nc),151,CEM,control
2700,RAW(nt),162,RAW,treated
2700,RAW(nc),283,RAW,control
2700,MAH(nt),162,MAH,treated
2700,MAH(nc),162,MAH,control
2700,PSC(nt),162,PSC,treated
2700,PSC(nc),162,PSC,control
2700,GEN(nt),162,GEN,treated
2700,GEN(nc),150,GEN,control
2700,CEM(nt),99,CEM,treated
2700,CEM(nc),144,CEM,control
2701,RAW(nt),130,RAW,treated
2701,RAW(nc),315,RAW,control
2701,MAH(nt),130,MAH,treated
2701,MAH(nc),130,MAH,control
2701,PSC(nt),130,PSC,treated
2701,PSC(nc),130,PSC,control
2701,GEN(nt),130,GEN,treated
2701,GEN(nc),135,GEN,control
2701,CEM(nt),82,CEM,treated
2701,CEM(nc),145,CEM,control
2702,RAW(nt),136,RAW,treated
2702,RAW(nc),309,RAW,control
2702,MAH(nt),136,MAH,treated
2702,MAH(nc),136,MAH,control
2702,PSC(nt),136,PSC,treated
2702,PSC(nc),136,PSC,control
2702,GEN(nt),136,GEN,treated
2702,GEN(nc),147,GEN,control
2702,CEM(nt),82,CEM,treated
2702,CEM(nc),154,CEM,control
2703,RAW(nt),166,RAW,treated
2703,RAW(nc),279,RAW,control
2703,MAH(nt),166,MAH,treated
2703,MAH(nc),166,MAH,control
2703,PSC(nt),166,PSC,treated
2703,PSC(nc),166,PSC,control
2703,GEN(nt),166,GEN,treated
2703,GEN(nc),134,GEN,control
2703,CEM(nt),101,CEM,treated
2703,CEM(nc),154,CEM,control
2704,RAW(nt),150,RAW,treated
2704,RAW(nc),295,RAW,control
2704,MAH(nt),150,MAH,treated
2704,MAH(nc),150,MAH,control
2704,PSC(nt),150,PSC,treated
2704,PSC(nc),150,PSC,control
2704,GEN(nt),150,GEN,treated
2704,GEN(nc),137,GEN,control
2704,CEM(nt),85,CEM,treated
2704,CEM(nc),140,CEM,control
2705,RAW(nt),150,RAW,treated
2705,RAW(nc),295,RAW,control
2705,MAH(nt),150,MAH,treated
2705,MAH(nc),150,MAH,control
2705,PSC(nt),150,PSC,treated
2705,PSC(nc),150,PSC,control
2705,GEN(nt),150,GEN,treated
2705,GEN(nc),147,GEN,control
2705,CEM(nt),88,CEM,treated
2705,CEM(nc),153,CEM,control
2706,RAW(nt),134,RAW,treated
2706,RAW(nc),311,RAW,control
2706,MAH(nt),134,MAH,treated
2706,MAH(nc),134,MAH,control
2706,PSC(nt),134,PSC,treated
2706,PSC(nc),134,PSC,control
2706,GEN(nt),134,GEN,treated
2706,GEN(nc),139,GEN,control
2706,CEM(nt),79,CEM,treated
2706,CEM(nc),141,CEM,control
2707,RAW(nt),143,RAW,treated
2707,RAW(nc),302,RAW,control
2707,MAH(nt),143,MAH,treated
2707,MAH(nc),143,MAH,control
2707,PSC(nt),143,PSC,treated
2707,PSC(nc),143,PSC,control
2707,GEN(nt),143,GEN,treated
2707,GEN(nc),143,GEN,control
2707,CEM(nt),75,CEM,treated
2707,CEM(nc),158,CEM,control
2708,RAW(nt),152,RAW,treated
2708,RAW(nc),293,RAW,control
2708,MAH(nt),152,MAH,treated
2708,MAH(nc),152,MAH,control
2708,PSC(nt),152,PSC,treated
2708,PSC(nc),152,PSC,control
2708,GEN(nt),152,GEN,treated
2708,GEN(nc),148,GEN,control
2708,CEM(nt),87,CEM,treated
2708,CEM(nc),147,CEM,control
2709,RAW(nt),150,RAW,treated
2709,RAW(nc),295,RAW,control
2709,MAH(nt),150,MAH,treated
2709,MAH(nc),150,MAH,control
2709,PSC(nt),150,PSC,treated
2709,PSC(nc),150,PSC,control
2709,GEN(nt),150,GEN,treated
2709,GEN(nc),151,GEN,control
2709,CEM(nt),77,CEM,treated
2709,CEM(nc),159,CEM,control
2710,RAW(nt),140,RAW,treated
2710,RAW(nc),305,RAW,control
2710,MAH(nt),140,MAH,treated
2710,MAH(nc),140,MAH,control
2710,PSC(nt),140,PSC,treated
2710,PSC(nc),140,PSC,control
2710,GEN(nt),140,GEN,treated
2710,GEN(nc),133,GEN,control
2710,CEM(nt),77,CEM,treated
2710,CEM(nc),151,CEM,control
2711,RAW(nt),160,RAW,treated
2711,RAW(nc),285,RAW,control
2711,MAH(nt),160,MAH,treated
2711,MAH(nc),160,MAH,control
2711,PSC(nt),160,PSC,treated
2711,PSC(nc),160,PSC,control
2711,GEN(nt),160,GEN,treated
2711,GEN(nc),145,GEN,control
2711,CEM(nt),79,CEM,treated
2711,CEM(nc),143,CEM,control
2712,RAW(nt),163,RAW,treated
2712,RAW(nc),282,RAW,control
2712,MAH(nt),163,MAH,treated
2712,MAH(nc),163,MAH,control
2712,PSC(nt),163,PSC,treated
2712,PSC(nc),163,PSC,control
2712,GEN(nt),163,GEN,treated
2712,GEN(nc),140,GEN,control
2712,CEM(nt),89,CEM,treated
2712,CEM(nc),143,CEM,control
2713,RAW(nt),147,RAW,treated
2713,RAW(nc),298,RAW,control
2713,MAH(nt),147,MAH,treated
2713,MAH(nc),147,MAH,control
2713,PSC(nt),147,PSC,treated
2713,PSC(nc),147,PSC,control
2713,GEN(nt),147,GEN,treated
2713,GEN(nc),136,GEN,control
2713,CEM(nt),79,CEM,treated
2713,CEM(nc),156,CEM,control
2714,RAW(nt),147,RAW,treated
2714,RAW(nc),298,RAW,control
2714,MAH(nt),147,MAH,treated
2714,MAH(nc),147,MAH,control
2714,PSC(nt),147,PSC,treated
2714,PSC(nc),147,PSC,control
2714,GEN(nt),147,GEN,treated
2714,GEN(nc),155,GEN,control
2714,CEM(nt),84,CEM,treated
2714,CEM(nc),150,CEM,control
2715,RAW(nt),155,RAW,treated
2715,RAW(nc),290,RAW,control
2715,MAH(nt),155,MAH,treated
2715,MAH(nc),155,MAH,control
2715,PSC(nt),155,PSC,treated
2715,PSC(nc),155,PSC,control
2715,GEN(nt),155,GEN,treated
2715,GEN(nc),145,GEN,control
2715,CEM(nt),88,CEM,treated
2715,CEM(nc),162,CEM,control
2716,RAW(nt),149,RAW,treated
2716,RAW(nc),296,RAW,control
2716,MAH(nt),149,MAH,treated
2716,MAH(nc),149,MAH,control
2716,PSC(nt),149,PSC,treated
2716,PSC(nc),149,PSC,control
2716,GEN(nt),149,GEN,treated
2716,GEN(nc),140,GEN,control
2716,CEM(nt),82,CEM,treated
2716,CEM(nc),154,CEM,control
2717,RAW(nt),163,RAW,treated
2717,RAW(nc),282,RAW,control
2717,MAH(nt),163,MAH,treated
2717,MAH(nc),163,MAH,control
2717,PSC(nt),163,PSC,treated
2717,PSC(nc),163,PSC,control
2717,GEN(nt),163,GEN,treated
2717,GEN(nc),157,GEN,control
2717,CEM(nt),89,CEM,treated
2717,CEM(nc),145,CEM,control
2718,RAW(nt),134,RAW,treated
2718,RAW(nc),311,RAW,control
2718,MAH(nt),134,MAH,treated
2718,MAH(nc),134,MAH,control
2718,PSC(nt),134,PSC,treated
2718,PSC(nc),134,PSC,control
2718,GEN(nt),134,GEN,treated
2718,GEN(nc),140,GEN,control
2718,CEM(nt),76,CEM,treated
2718,CEM(nc),161,CEM,control
2719,RAW(nt),162,RAW,treated
2719,RAW(nc),283,RAW,control
